"","Site","Cover","Year","AssSub","Gluc","Oxal","Glyc","AssTemp","LatN","LongE","Biome","MAT","MAP","MAT2","MAP2","MT3","MT2","MT1","Sand","Silt","Clay","Cper","Nper","Resp","SIR","pH","Hion","WHC","Moist","TotPLFA","SITE","COVER","YEAR","LogResp"
"276","HETF","forest",2011,"Glucose","1","0",0,12,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,73.4,23.8,2.8,15.02,1.12,0.61,20.73,4.09,81.28,2.836,63.54,262.84,"HETF","forest","2011",-0.49429632181478
"277","HFR","herb",2011,"Glucose","1","0",0,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,65.2,28.8,6,2.81,0.22,0.29,1.51,7.77,0.02,0.5023,6.63,38.78,"HFR","herb","2011",-1.23787435600162
"278","HFR","forest",2011,"Glucose","1","0",0,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,NA,NA,NA,20.83,1.04,24.07,41.9,4.24,57.54,5.6102,64.32,542.59,"HFR","forest","2011",3.18096625179498
"279","KBS","herb",2011,"Glucose","1","0",0,12,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,38.2,52,9.8,3.44,0.29,0.62,3.33,5.65,2.24,0.6459,8.46,82.2,"KBS","herb","2011",-0.478035800943
"280","KBS","forest",2011,"Glucose","1","0",0,12,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,59.2,33.6,7.2,2.87,0.19,0.86,1.6,5.32,4.79,0.3357,11.66,37.99,"KBS","forest","2011",-0.150822889734584
"281","KNZ","herb",2011,"Glucose","1","0",0,12,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,18.4,49.8,31.8,3.05,0.27,0.56,1.8,6.6,0.25,0.4927,13.16,17.3,"KNZ","herb","2011",-0.579818495252942
"282","KNZ","forest",2011,"Glucose","1","0",0,12,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,64.2,23.2,12.6,10.46,0.82,0.43,2,8.1,0.01,0.7153,19.33,119.59,"KNZ","forest","2011",-0.843970070294529
"283","LUQ","herb",2011,"Glucose","1","0",0,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,26.6,31.4,42,4.58,0.38,0.28,2.33,5.33,4.68,0.742,39,89.14,"LUQ","herb","2011",-1.27296567581289
"284","LUQ","forest",2011,"Glucose","1","0",0,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,24,31.8,44.2,6.1,0.45,0.13,2.15,5.31,4.9,0.9733,44.61,71.49,"LUQ","forest","2011",-2.04022082852655
"285","NWT","herb",2011,"Glucose","1","0",0,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,62,31.6,6.4,8.16,0.71,0.22,1.48,4.36,43.65,1.0372,39.57,118.24,"NWT","herb","2011",-1.51412773262978
"286","NWT","forest",2011,"Glucose","1","0",0,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,46.8,38,15.2,14.2,0.89,0.84,8.86,4.46,34.67,2.7154,62.85,308.17,"NWT","forest","2011",-0.174353387144778
"287","AND","herb",2011,"Oxalic","0","1",0,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,71.8,26.8,1.4,10.1,0.77,0.39,2.61,5.22,6.03,1.3234,39.51,199.75,"AND","herb","2011",-0.941608539858445
"288","AND","forest",2011,"Oxalic","0","1",0,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,79.8,18.2,1.8,12.58,0.47,0.77,3.1,4.77,16.98,2.0783,50.34,236.37,"AND","forest","2011",-0.261364764134408
"289","BNZ","herb",2011,"Oxalic","0","1",0,12,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,NA,NA,NA,10.18,0.64,0.17,1.04,4.89,12.88,0.6576,22.41,42.3,"BNZ","herb","2011",-1.77195684193188
"290","BNZ","forest",2011,"Oxalic","0","1",0,12,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,23.8,68.4,7.8,5.16,0.31,0.34,2.9,5.49,3.24,0.8121,13.32,46.96,"BNZ","forest","2011",-1.07880966137193
"291","CDR","herb",2011,"Oxalic","0","1",0,12,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,93.8,5.6,0.6,0.88,0.08,0.08,0.71,6.05,0.89,0.2938,5.12,15.95,"CDR","herb","2011",-2.52572864430826
"292","CDR","forest",2011,"Oxalic","0","1",0,12,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,91.4,5.8,2.8,1.9,0.14,0.34,1.23,4.56,27.54,0.1193,6.57,47.33,"CDR","forest","2011",-1.07880966137193
"293","CWT","herb",2011,"Oxalic","0","1",0,12,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,71.2,25,3.8,2.58,0.2,0.27,2.04,5.47,3.39,0.6132,21.03,89.11,"CWT","herb","2011",-1.30933331998376
"294","CWT","forest",2011,"Oxalic","0","1",0,12,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,63.8,26.4,9.8,7.61,0.37,0.34,2.57,4.85,14.13,0.8537,27.86,89.33,"CWT","forest","2011",-1.07880966137193
"295","HBR","herb",2011,"Oxalic","0","1",0,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,79.4,16.8,3.8,5.19,0.36,0.44,2.06,4.41,38.9,0.9379,31.49,146.13,"HBR","herb","2011",-0.82098055206983
"296","HBR","forest",2011,"Oxalic","0","1",0,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,93.2,4,2.8,15.53,0.84,3.08,3.63,4.31,48.98,1.4838,47.97,315.15,"HBR","forest","2011",1.12492959698548
"297","HETF","herb",2011,"Oxalic","0","1",0,12,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,95.4,0.8,3.8,10.4,0.7,0.18,1.94,5.54,2.88,1.565,47.26,92.87,"HETF","herb","2011",-1.71479842809193
"298","HETF","forest",2011,"Oxalic","0","1",0,12,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,73.4,23.8,2.8,15.02,1.12,1.22,20.73,4.09,81.28,2.836,63.54,262.84,"HETF","forest","2011",0.198850858745165
"299","HFR","herb",2011,"Oxalic","0","1",0,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,65.2,28.8,6,2.81,0.22,0.16,1.51,7.77,0.02,0.5023,6.63,38.78,"HFR","herb","2011",-1.83258146374831
"300","HFR","forest",2011,"Oxalic","0","1",0,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,NA,NA,NA,20.83,1.04,77.03,41.9,4.24,57.54,5.6102,64.32,542.59,"HFR","forest","2011",4.34419495636487
"301","KBS","herb",2011,"Oxalic","0","1",0,12,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,38.2,52,9.8,3.44,0.29,0.65,3.33,5.65,2.24,0.6459,8.46,82.2,"KBS","herb","2011",-0.430782916092454
"302","KBS","forest",2011,"Oxalic","0","1",0,12,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,59.2,33.6,7.2,2.87,0.19,0.23,1.6,5.32,4.79,0.3357,11.66,37.99,"KBS","forest","2011",-1.46967597005894
"303","KNZ","herb",2011,"Oxalic","0","1",0,12,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,18.4,49.8,31.8,3.05,0.27,0.2,1.8,6.6,0.25,0.4927,13.16,17.3,"KNZ","herb","2011",-1.6094379124341
"304","KNZ","forest",2011,"Oxalic","0","1",0,12,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,64.2,23.2,12.6,10.46,0.82,0.06,2,8.1,0.01,0.7153,19.33,119.59,"KNZ","forest","2011",-2.81341071676004
"305","LUQ","herb",2011,"Oxalic","0","1",0,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,26.6,31.4,42,4.58,0.38,0.15,2.33,5.33,4.68,0.742,39,89.14,"LUQ","herb","2011",-1.89711998488588
"306","LUQ","forest",2011,"Oxalic","0","1",0,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,24,31.8,44.2,6.1,0.45,0.3,2.15,5.31,4.9,0.9733,44.61,71.49,"LUQ","forest","2011",-1.20397280432594
"307","NWT","herb",2011,"Oxalic","0","1",0,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,62,31.6,6.4,8.16,0.71,0.3,1.48,4.36,43.65,1.0372,39.57,118.24,"NWT","herb","2011",-1.20397280432594
"308","NWT","forest",2011,"Oxalic","0","1",0,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,46.8,38,15.2,14.2,0.89,1.82,8.86,4.46,34.67,2.7154,62.85,308.17,"NWT","forest","2011",0.598836501088704
"309","AND","herb",2011,"Glycine","0","0",1,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,71.8,26.8,1.4,10.1,0.77,0.79,2.61,5.22,6.03,1.3234,39.51,199.75,"AND","herb","2011",-0.23572233352107
"310","AND","forest",2011,"Glycine","0","0",1,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,79.8,18.2,1.8,12.58,0.47,0.81,3.1,4.77,16.98,2.0783,50.34,236.37,"AND","forest","2011",-0.210721031315653
"311","BNZ","herb",2011,"Glycine","0","0",1,12,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,NA,NA,NA,10.18,0.64,0.21,1.04,4.89,12.88,0.6576,22.41,42.3,"BNZ","herb","2011",-1.56064774826467
"312","BNZ","forest",2011,"Glycine","0","0",1,12,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,23.8,68.4,7.8,5.16,0.31,0.49,2.9,5.49,3.24,0.8121,13.32,46.96,"BNZ","forest","2011",-0.713349887877465
"313","CDR","herb",2011,"Glycine","0","0",1,12,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,93.8,5.6,0.6,0.88,0.08,0.14,0.71,6.05,0.89,0.2938,5.12,15.95,"CDR","herb","2011",-1.96611285637283
"314","CDR","forest",2011,"Glycine","0","0",1,12,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,91.4,5.8,2.8,1.9,0.14,0.32,1.23,4.56,27.54,0.1193,6.57,47.33,"CDR","forest","2011",-1.13943428318836
"315","CWT","herb",2011,"Glycine","0","0",1,12,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,71.2,25,3.8,2.58,0.2,0.29,2.04,5.47,3.39,0.6132,21.03,89.11,"CWT","herb","2011",-1.23787435600162
"316","CWT","forest",2011,"Glycine","0","0",1,12,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,63.8,26.4,9.8,7.61,0.37,0.58,2.57,4.85,14.13,0.8537,27.86,89.33,"CWT","forest","2011",-0.544727175441672
"317","HBR","herb",2011,"Glycine","0","0",1,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,79.4,16.8,3.8,5.19,0.36,0.47,2.06,4.41,38.9,0.9379,31.49,146.13,"HBR","herb","2011",-0.755022584278033
"318","HBR","forest",2011,"Glycine","0","0",1,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,93.2,4,2.8,15.53,0.84,0.96,3.63,4.31,48.98,1.4838,47.97,315.15,"HBR","forest","2011",-0.0408219945202552
"319","HETF","herb",2011,"Glycine","0","0",1,12,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,95.4,0.8,3.8,10.4,0.7,0.14,1.94,5.54,2.88,1.565,47.26,92.87,"HETF","herb","2011",-1.96611285637283
"320","HETF","forest",2011,"Glycine","0","0",1,12,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,73.4,23.8,2.8,15.02,1.12,0.82,20.73,4.09,81.28,2.836,63.54,262.84,"HETF","forest","2011",-0.198450938723838
"321","HFR","herb",2011,"Glycine","0","0",1,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,65.2,28.8,6,2.81,0.22,0.43,1.51,7.77,0.02,0.5023,6.63,38.78,"HFR","herb","2011",-0.843970070294529
"322","HFR","forest",2011,"Glycine","0","0",1,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,NA,NA,NA,20.83,1.04,18.46,41.9,4.24,57.54,5.6102,64.32,542.59,"HFR","forest","2011",2.91560622907471
"323","KBS","herb",2011,"Glycine","0","0",1,12,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,38.2,52,9.8,3.44,0.29,0.57,3.33,5.65,2.24,0.6459,8.46,82.2,"KBS","herb","2011",-0.562118918153541
"324","KBS","forest",2011,"Glycine","0","0",1,12,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,59.2,33.6,7.2,2.87,0.19,0.42,1.6,5.32,4.79,0.3357,11.66,37.99,"KBS","forest","2011",-0.867500567704723
"325","KNZ","herb",2011,"Glycine","0","0",1,12,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,18.4,49.8,31.8,3.05,0.27,0.38,1.8,6.6,0.25,0.4927,13.16,17.3,"KNZ","herb","2011",-0.967584026261706
"326","KNZ","forest",2011,"Glycine","0","0",1,12,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,64.2,23.2,12.6,10.46,0.82,0.52,2,8.1,0.01,0.7153,19.33,119.59,"KNZ","forest","2011",-0.653926467406664
"327","LUQ","herb",2011,"Glycine","0","0",1,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,26.6,31.4,42,4.58,0.38,0.26,2.33,5.33,4.68,0.742,39,89.14,"LUQ","herb","2011",-1.34707364796661
"328","LUQ","forest",2011,"Glycine","0","0",1,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,24,31.8,44.2,6.1,0.45,0.22,2.15,5.31,4.9,0.9733,44.61,71.49,"LUQ","forest","2011",-1.51412773262978
"329","NWT","herb",2011,"Glycine","0","0",1,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,62,31.6,6.4,8.16,0.71,0.31,1.48,4.36,43.65,1.0372,39.57,118.24,"NWT","herb","2011",-1.17118298150295
"330","NWT","forest",2011,"Glycine","0","0",1,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,46.8,38,15.2,14.2,0.89,1.14,8.86,4.46,34.67,2.7154,62.85,308.17,"NWT","forest","2011",0.131028262406404
"353","AND","herb",2011,"Glucose","1","0",0,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,71.8,26.8,1.4,10.1,0.77,0.83,2.61,5.22,6.03,1.3234,39.51,199.75,"AND","herb","2011",-0.186329578191493
"354","AND","forest",2011,"Glucose","1","0",0,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,79.8,18.2,1.8,12.58,0.47,1.1,3.1,4.77,16.98,2.0783,50.34,236.37,"AND","forest","2011",0.0953101798043249
"355","BNZ","herb",2011,"Glucose","1","0",0,20,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,NA,NA,NA,10.18,0.64,0.29,1.04,4.89,12.88,0.6576,22.41,42.3,"BNZ","herb","2011",-1.23787435600162
"356","BNZ","forest",2011,"Glucose","1","0",0,20,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,23.8,68.4,7.8,5.16,0.31,0.95,2.9,5.49,3.24,0.8121,13.32,46.96,"BNZ","forest","2011",-0.0512932943875506
"357","CDR","herb",2011,"Glucose","1","0",0,20,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,93.8,5.6,0.6,0.88,0.08,0.27,0.71,6.05,0.89,0.2938,5.12,15.95,"CDR","herb","2011",-1.30933331998376
"358","CDR","forest",2011,"Glucose","1","0",0,20,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,91.4,5.8,2.8,1.9,0.14,0.45,1.23,4.56,27.54,0.1193,6.57,47.33,"CDR","forest","2011",-0.798507696217772
"359","CWT","herb",2011,"Glucose","1","0",0,20,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,71.2,25,3.8,2.58,0.2,0.57,2.04,5.47,3.39,0.6132,21.03,89.11,"CWT","herb","2011",-0.562118918153541
"360","CWT","forest",2011,"Glucose","1","0",0,20,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,63.8,26.4,9.8,7.61,0.37,1.03,2.57,4.85,14.13,0.8537,27.86,89.33,"CWT","forest","2011",0.0295588022415444
"361","HBR","herb",2011,"Glucose","1","0",0,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,79.4,16.8,3.8,5.19,0.36,0.64,2.06,4.41,38.9,0.9379,31.49,146.13,"HBR","herb","2011",-0.446287102628419
"362","HBR","forest",2011,"Glucose","1","0",0,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,93.2,4,2.8,15.53,0.84,0.9,3.63,4.31,48.98,1.4838,47.97,315.15,"HBR","forest","2011",-0.105360515657826
"363","HETF","herb",2011,"Glucose","1","0",0,20,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,95.4,0.8,3.8,10.4,0.7,0.22,1.94,5.54,2.88,1.565,47.26,92.87,"HETF","herb","2011",-1.51412773262978
"364","HETF","forest",2011,"Glucose","1","0",0,20,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,73.4,23.8,2.8,15.02,1.12,1.19,20.73,4.09,81.28,2.836,63.54,262.84,"HETF","forest","2011",0.173953307123438
"365","HFR","herb",2011,"Glucose","1","0",0,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,65.2,28.8,6,2.81,0.22,0.47,1.51,7.77,0.02,0.5023,6.63,38.78,"HFR","herb","2011",-0.755022584278033
"366","HFR","forest",2011,"Glucose","1","0",0,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,NA,NA,NA,20.83,1.04,47.34,41.9,4.24,57.54,5.6102,64.32,542.59,"HFR","forest","2011",3.85735560408584
"367","KBS","herb",2011,"Glucose","1","0",0,20,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,38.2,52,9.8,3.44,0.29,1.47,3.33,5.65,2.24,0.6459,8.46,82.2,"KBS","herb","2011",0.385262400790645
"368","KBS","forest",2011,"Glucose","1","0",0,20,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,59.2,33.6,7.2,2.87,0.19,0.72,1.6,5.32,4.79,0.3357,11.66,37.99,"KBS","forest","2011",-0.328504066972036
"369","KNZ","herb",2011,"Glucose","1","0",0,20,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,18.4,49.8,31.8,3.05,0.27,0.74,1.8,6.6,0.25,0.4927,13.16,17.3,"KNZ","herb","2011",-0.301105092783922
"370","KNZ","forest",2011,"Glucose","1","0",0,20,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,64.2,23.2,12.6,10.46,0.82,0.76,2,8.1,0.01,0.7153,19.33,119.59,"KNZ","forest","2011",-0.27443684570176
"371","LUQ","herb",2011,"Glucose","1","0",0,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,26.6,31.4,42,4.58,0.38,0.32,2.33,5.33,4.68,0.742,39,89.14,"LUQ","herb","2011",-1.13943428318836
"372","LUQ","forest",2011,"Glucose","1","0",0,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,24,31.8,44.2,6.1,0.45,0.31,2.15,5.31,4.9,0.9733,44.61,71.49,"LUQ","forest","2011",-1.17118298150295
"373","NWT","herb",2011,"Glucose","1","0",0,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,62,31.6,6.4,8.16,0.71,0.51,1.48,4.36,43.65,1.0372,39.57,118.24,"NWT","herb","2011",-0.673344553263766
"374","NWT","forest",2011,"Glucose","1","0",0,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,46.8,38,15.2,14.2,0.89,1.4,8.86,4.46,34.67,2.7154,62.85,308.17,"NWT","forest","2011",0.336472236621213
"375","AND","herb",2011,"Oxalic","0","1",0,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,71.8,26.8,1.4,10.1,0.77,0.57,2.61,5.22,6.03,1.3234,39.51,199.75,"AND","herb","2011",-0.562118918153541
"376","AND","forest",2011,"Oxalic","0","1",0,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,79.8,18.2,1.8,12.58,0.47,1.1,3.1,4.77,16.98,2.0783,50.34,236.37,"AND","forest","2011",0.0953101798043249
"377","BNZ","herb",2011,"Oxalic","0","1",0,20,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,NA,NA,NA,10.18,0.64,0.23,1.04,4.89,12.88,0.6576,22.41,42.3,"BNZ","herb","2011",-1.46967597005894
"378","BNZ","forest",2011,"Oxalic","0","1",0,20,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,23.8,68.4,7.8,5.16,0.31,0.4,2.9,5.49,3.24,0.8121,13.32,46.96,"BNZ","forest","2011",-0.916290731874155
"379","CDR","herb",2011,"Oxalic","0","1",0,20,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,93.8,5.6,0.6,0.88,0.08,0.11,0.71,6.05,0.89,0.2938,5.12,15.95,"CDR","herb","2011",-2.20727491318972
"380","CDR","forest",2011,"Oxalic","0","1",0,20,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,91.4,5.8,2.8,1.9,0.14,0.45,1.23,4.56,27.54,0.1193,6.57,47.33,"CDR","forest","2011",-0.798507696217772
"381","CWT","herb",2011,"Oxalic","0","1",0,20,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,71.2,25,3.8,2.58,0.2,0.36,2.04,5.47,3.39,0.6132,21.03,89.11,"CWT","herb","2011",-1.02165124753198
"382","CWT","forest",2011,"Oxalic","0","1",0,20,35,-83.5,"temp",13.3,1000,13,1752,21.1,23,24,63.8,26.4,9.8,7.61,0.37,0.64,2.57,4.85,14.13,0.8537,27.86,89.33,"CWT","forest","2011",-0.446287102628419
"383","HBR","herb",2011,"Oxalic","0","1",0,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,79.4,16.8,3.8,5.19,0.36,0.62,2.06,4.41,38.9,0.9379,31.49,146.13,"HBR","herb","2011",-0.478035800943
"384","HBR","forest",2011,"Oxalic","0","1",0,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,19.2,18.2,16.7,93.2,4,2.8,15.53,0.84,3.27,3.63,4.31,48.98,1.4838,47.97,315.15,"HBR","forest","2011",1.18478998490916
"385","HETF","herb",2011,"Oxalic","0","1",0,20,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,95.4,0.8,3.8,10.4,0.7,0.25,1.94,5.54,2.88,1.565,47.26,92.87,"HETF","herb","2011",-1.38629436111989
"386","HETF","forest",2011,"Oxalic","0","1",0,20,19.81,-155.26,"trop",15,1618,21.7,3720,22.4,22.6,22.7,73.4,23.8,2.8,15.02,1.12,2.03,20.73,4.09,81.28,2.836,63.54,262.84,"HETF","forest","2011",0.708035793053696
"387","HFR","herb",2011,"Oxalic","0","1",0,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,65.2,28.8,6,2.81,0.22,0.27,1.51,7.77,0.02,0.5023,6.63,38.78,"HFR","herb","2011",-1.30933331998376
"388","HFR","forest",2011,"Oxalic","0","1",0,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,18.2,20.2,22.3,NA,NA,NA,20.83,1.04,116.47,41.9,4.24,57.54,5.6102,64.32,542.59,"HFR","forest","2011",4.75763372911456
"389","KBS","herb",2011,"Oxalic","0","1",0,20,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,38.2,52,9.8,3.44,0.29,0.88,3.33,5.65,2.24,0.6459,8.46,82.2,"KBS","herb","2011",-0.127833371509885
"390","KBS","forest",2011,"Oxalic","0","1",0,20,42.4,-85.4,"temp",8.8,890,8.4,950,18.9,21.3,23.3,59.2,33.6,7.2,2.87,0.19,0.31,1.6,5.32,4.79,0.3357,11.66,37.99,"KBS","forest","2011",-1.17118298150295
"391","KNZ","herb",2011,"Oxalic","0","1",0,20,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,18.4,49.8,31.8,3.05,0.27,0.3,1.8,6.6,0.25,0.4927,13.16,17.3,"KNZ","herb","2011",-1.20397280432594
"392","KNZ","forest",2011,"Oxalic","0","1",0,20,39.09,-96.57,"temp",12.9,847,12.2,868,18.2,20.8,24.3,64.2,23.2,12.6,10.46,0.82,0.11,2,8.1,0.01,0.7153,19.33,119.59,"KNZ","forest","2011",-2.20727491318972
"393","LUQ","herb",2011,"Oxalic","0","1",0,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,26.6,31.4,42,4.58,0.38,0.18,2.33,5.33,4.68,0.742,39,89.14,"LUQ","herb","2011",-1.71479842809193
"394","LUQ","forest",2011,"Oxalic","0","1",0,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,20,20,20.2,24,31.8,44.2,6.1,0.45,0.36,2.15,5.31,4.9,0.9733,44.61,71.49,"LUQ","forest","2011",-1.02165124753198
"395","NWT","herb",2011,"Oxalic","0","1",0,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,62,31.6,6.4,8.16,0.71,0.38,1.48,4.36,43.65,1.0372,39.57,118.24,"NWT","herb","2011",-0.967584026261706
"396","NWT","forest",2011,"Oxalic","0","1",0,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,12.9,16.1,18.1,46.8,38,15.2,14.2,0.89,2.45,8.86,4.46,34.67,2.7154,62.85,308.17,"NWT","forest","2011",0.896088024556636
"397","AND","herb",2011,"Glycine","0","0",1,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,71.8,26.8,1.4,10.1,0.77,1.1,2.61,5.22,6.03,1.3234,39.51,199.75,"AND","herb","2011",0.0953101798043249
"398","AND","forest",2011,"Glycine","0","0",1,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,6.5,8.4,10.8,79.8,18.2,1.8,12.58,0.47,1.49,3.1,4.77,16.98,2.0783,50.34,236.37,"AND","forest","2011",0.398776119957368
"399","BNZ","herb",2011,"Glycine","0","0",1,20,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,NA,NA,NA,10.18,0.64,0.33,1.04,4.89,12.88,0.6576,22.41,42.3,"BNZ","herb","2011",-1.10866262452161
"400","BNZ","forest",2011,"Glycine","0","0",1,20,64.85,-147.84,"bor",-2.94,269,-2,324,7.9,12.3,14.5,23.8,68.4,7.8,5.16,0.31,0.98,2.9,5.49,3.24,0.8121,13.32,46.96,"BNZ","forest","2011",-0.0202027073175195
"401","CDR","herb",2011,"Glycine","0","0",1,20,45.4,-93.2,"temp",6.7,269,6.4,803,19.9,17.9,14.9,93.8,5.6,0.6,0.88,0.08,0.23,0.71,6.05,0.89,0.2938,5.12,15.95,"CDR","herb","2011",-1.46967597005894
